dataset,sequence_identity,num_clusters,sample,assembler,coverage,read_type
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,1,648,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.99,555,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.98,520,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.97,499,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.96,479,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.95,467,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.94,460,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.93,450,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.92,441,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.91,435,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.9,430,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.8,408,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.7,369,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.6,327,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BINPACKER,0.5,249,Fold01,BINPACKER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,1,511,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.99,481,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.98,454,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.97,442,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.96,420,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.95,410,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.94,400,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.94,400,Fold01,BRIDGER,200,PE
Fold01_200x_PE_samples_BRIDGER,0.94,400,Fold01,BRIDGER,200,PE
