sample,assembler,sequence_identity,n_datasets,mean_clusters,se_clusters,min_clusters,max_clusters
Fold01,BINPACKER,0.5,15,249,0,249,249
Fold01,BINPACKER,0.6,15,327,0,327,327
Fold01,BINPACKER,0.7,15,369,0,369,369
Fold01,BINPACKER,0.8,15,408,0,408,408
Fold01,BINPACKER,0.9,15,430,0,430,430
Fold01,BINPACKER,0.91,15,435,0,435,435
Fold01,BINPACKER,0.92,15,441,0,441,441
Fold01,BINPACKER,0.93,15,450,0,450,450
Fold01,BINPACKER,0.94,15,460,0,460,460
Fold01,BINPACKER,0.95,15,467,0,467,467
Fold01,BINPACKER,0.96,15,479,0,479,479
Fold01,BINPACKER,0.97,15,499,0,499,499
Fold01,BINPACKER,0.98,15,520,0,520,520
Fold01,BINPACKER,0.99,15,555,0,555,555
Fold01,BINPACKER,1,15,648,0,648,648
Fold01,BRIDGER,0.5,15,206,0,206,206
Fold01,BRIDGER,0.6,15,281,0,281,281
Fold01,BRIDGER,0.7,15,324,0,324,324
Fold01,BRIDGER,0.8,15,356,0,356,356
Fold01,BRIDGER,0.9,15,379,0,379,379
Fold01,BRIDGER,0.91,15,383,0,383,383
Fold01,BRIDGER,0.92,15,384,0,384,384
Fold01,BRIDGER,0.93,15,389,0,389,389
Fold01,BRIDGER,0.94,15,400,0,400,400
Fold01,BRIDGER,0.95,15,410,0,410,410
Fold01,BRIDGER,0.96,15,420,0,420,420
Fold01,BRIDGER,0.97,15,442,0,442,442
Fold01,BRIDGER,0.98,15,454,0,454,454
Fold01,BRIDGER,0.99,15,481,0,481,481
Fold01,BRIDGER,1,15,511,0,511,511
Fold01,CSTONE,0.5,15,157,0,157,157
Fold01,CSTONE,0.6,15,212,0,212,212
Fold01,CSTONE,0.7,15,231,0,231,231
Fold01,CSTONE,0.8,15,251,0,251,251
Fold01,CSTONE,0.9,15,262,0,262,262
Fold01,CSTONE,0.91,15,264,0,264,264
Fold01,CSTONE,0.92,15,265,0,265,265
Fold01,CSTONE,0.93,15,266,0,266,266
Fold01,CSTONE,0.94,15,267,0,267,267
Fold01,CSTONE,0.95,15,268,0,268,268
Fold01,CSTONE,0.96,15,268,0,268,268
Fold01,CSTONE,0.97,15,270,0,270,270
Fold01,CSTONE,0.98,15,274,0,274,274
Fold01,CSTONE,0.99,15,279,0,279,279
Fold01,CSTONE,1,15,314,0,314,314
Fold01,IDBA,0.5,15,181,0,181,181
Fold01,IDBA,0.6,15,220,0,220,220
Fold01,IDBA,0.7,15,244,0,244,244
Fold01,IDBA,0.8,15,309,0,309,309
Fold01,IDBA,0.9,15,389,0,389,389
Fold01,IDBA,0.91,15,392,0,392,392
Fold01,IDBA,0.92,15,398,0,398,398
Fold01,IDBA,0.93,15,400,0,400,400
Fold01,IDBA,0.94,15,400,0,400,400
Fold01,IDBA,0.95,15,403,0,403,403
Fold01,IDBA,0.96,15,404,0,404,404
Fold01,IDBA,0.97,15,410,0,410,410
Fold01,IDBA,0.98,15,413,0,413,413
Fold01,IDBA,0.99,15,415,0,415,415
Fold01,IDBA,1,15,415,0,415,415
Fold01,MEGAHIT,0.5,15,178,0,178,178
Fold01,MEGAHIT,0.6,15,209,0,209,209
Fold01,MEGAHIT,0.7,15,244,0,244,244
Fold01,MEGAHIT,0.8,15,305,0,305,305
Fold01,MEGAHIT,0.9,15,416,0,416,416
Fold01,MEGAHIT,0.91,15,426,0,426,426
Fold01,MEGAHIT,0.92,15,431,0,431,431
Fold01,MEGAHIT,0.93,15,434,0,434,434
Fold01,MEGAHIT,0.94,15,438,0,438,438
Fold01,MEGAHIT,0.95,15,443,0,443,443
Fold01,MEGAHIT,0.96,15,444,0,444,444
Fold01,MEGAHIT,0.97,15,448,0,448,448
Fold01,MEGAHIT,0.98,15,454,0,454,454
Fold01,MEGAHIT,0.99,15,455,0,455,455
Fold01,MEGAHIT,1,15,460,0,460,460
Fold01,MERGEPIPE,0.5,15,45253,0,45253,45253
Fold01,MERGEPIPE,0.6,15,50816,0,50816,50816
Fold01,MERGEPIPE,0.7,15,54457,0,54457,54457
Fold01,MERGEPIPE,0.8,15,63327,0,63327,63327
Fold01,MERGEPIPE,0.9,15,54007,0,54007,54007
Fold01,MERGEPIPE,0.91,15,55299,0,55299,55299
Fold01,MERGEPIPE,0.92,15,56663,0,56663,56663
Fold01,MERGEPIPE,0.93,15,58180,0,58180,58180
Fold01,MERGEPIPE,0.94,15,60109,0,60109,60109
Fold01,MERGEPIPE,0.95,15,62747,0,62747,62747
Fold01,MERGEPIPE,0.96,15,66776,0,66776,66776
Fold01,MERGEPIPE,0.97,15,74095,0,74095,74095
Fold01,MERGEPIPE,0.98,15,90994,0,90994,90994
Fold01,MERGEPIPE,0.99,15,125304,0,125304,125304
Fold01,MERGEPIPE,1,15,171246,0,171246,171246
Fold01,PLASS,0.5,15,44384,0,44384,44384
Fold01,PLASS,0.6,15,49876,0,49876,49876
Fold01,PLASS,0.7,15,53895,0,53895,53895
Fold01,PLASS,0.8,15,62352,0,62352,62352
Fold01,PLASS,0.9,15,53244,0,53244,53244
Fold01,PLASS,0.91,15,54479,0,54479,54479
Fold01,PLASS,0.92,15,55784,0,55784,55784
Fold01,PLASS,0.93,15,57324,0,57324,57324
Fold01,PLASS,0.94,15,59037,0,59037,59037
Fold01,PLASS,0.95,15,61892,0,61892,61892
Fold01,PLASS,0.96,15,65620,0,65620,65620
Fold01,PLASS,0.97,15,72782,0,72782,72782
Fold01,PLASS,0.98,15,89402,0,89402,89402
Fold01,PLASS,0.99,15,123204,0,123204,123204
Fold01,PLASS,1,15,169583,0,169583,169583
Fold01,RNABLOOM,0.5,15,580,0,580,580
Fold01,RNABLOOM,0.6,15,737,0,737,737
Fold01,RNABLOOM,0.7,15,857,0,857,857
Fold01,RNABLOOM,0.8,15,1156,0,1156,1156
Fold01,RNABLOOM,0.9,15,1500,0,1500,1500
Fold01,RNABLOOM,0.91,15,1532,0,1532,1532
Fold01,RNABLOOM,0.92,15,1568,0,1568,1568
Fold01,RNABLOOM,0.93,15,1601,0,1601,1601
Fold01,RNABLOOM,0.94,15,1634,0,1634,1634
Fold01,RNABLOOM,0.95,15,1672,0,1672,1672
Fold01,RNABLOOM,0.96,15,1736,0,1736,1736
Fold01,RNABLOOM,0.97,15,1832,0,1832,1832
Fold01,RNABLOOM,0.98,15,1953,0,1953,1953
Fold01,RNABLOOM,0.99,15,2049,0,2049,2049
Fold01,RNABLOOM,1,15,2127,0,2127,2127
Fold01,SOAPDENOVO,0.5,15,350,0,350,350
Fold01,SOAPDENOVO,0.6,15,527,0,527,527
Fold01,SOAPDENOVO,0.7,15,596,0,596,596
Fold01,SOAPDENOVO,0.8,15,637,0,637,637
Fold01,SOAPDENOVO,0.9,15,662,0,662,662
Fold01,SOAPDENOVO,0.91,15,665,0,665,665
Fold01,SOAPDENOVO,0.92,15,672,0,672,672
Fold01,SOAPDENOVO,0.93,15,676,0,676,676
Fold01,SOAPDENOVO,0.94,15,676,0,676,676
Fold01,SOAPDENOVO,0.95,15,677,0,677,677
Fold01,SOAPDENOVO,0.96,15,678,0,678,678
Fold01,SOAPDENOVO,0.97,15,680,0,680,680
Fold01,SOAPDENOVO,0.98,15,680,0,680,680
Fold01,SOAPDENOVO,0.99,15,680,0,680,680
Fold01,SOAPDENOVO,1,15,680,0,680,680
Fold01,SPADES,0.5,15,251,0,251,251
Fold01,SPADES,0.6,15,343,0,343,343
Fold01,SPADES,0.7,15,398,0,398,398
Fold01,SPADES,0.8,15,502,0,502,502
Fold01,SPADES,0.9,15,618,0,618,618
Fold01,SPADES,0.91,15,622,0,622,622
Fold01,SPADES,0.92,15,629,0,629,629
Fold01,SPADES,0.93,15,640,0,640,640
Fold01,SPADES,0.94,15,643,0,643,643
Fold01,SPADES,0.95,15,649,0,649,649
Fold01,SPADES,0.96,15,650,0,650,650
Fold01,SPADES,0.97,15,651,0,651,651
Fold01,SPADES,0.98,15,655,0,655,655
Fold01,SPADES,0.99,15,662,0,662,662
Fold01,SPADES,1,15,665,0,665,665
Fold01,STRINGTIE,0.5,15,209,0,209,209
Fold01,STRINGTIE,0.6,15,313,0,313,313
Fold01,STRINGTIE,0.7,15,412,0,412,412
Fold01,STRINGTIE,0.8,15,580,0,580,580
Fold01,STRINGTIE,0.9,15,931,0,931,931
Fold01,STRINGTIE,0.91,15,967,0,967,967
Fold01,STRINGTIE,0.92,15,993,0,993,993
Fold01,STRINGTIE,0.93,15,1021,0,1021,1021
Fold01,STRINGTIE,0.94,15,1051,0,1051,1051
Fold01,STRINGTIE,0.95,15,1087,0,1087,1087
Fold01,STRINGTIE,0.96,15,1127,0,1127,1127
Fold01,STRINGTIE,0.97,15,1166,0,1166,1166
Fold01,STRINGTIE,0.98,15,1225,0,1225,1225
Fold01,STRINGTIE,0.99,15,1315,0,1315,1315
Fold01,STRINGTIE,1,15,1455,0,1455,1455
Fold01,TRANSABBYS,0.5,15,701,0,701,701
Fold01,TRANSABBYS,0.6,15,1192,0,1192,1192
Fold01,TRANSABBYS,0.7,15,1389,0,1389,1389
Fold01,TRANSABBYS,0.8,15,1616,0,1616,1616
Fold01,TRANSABBYS,0.9,15,1732,0,1732,1732
Fold01,TRANSABBYS,0.91,15,1742,0,1742,1742
Fold01,TRANSABBYS,0.92,15,1747,0,1747,1747
Fold01,TRANSABBYS,0.93,15,1757,0,1757,1757
Fold01,TRANSABBYS,0.94,15,1762,0,1762,1762
Fold01,TRANSABBYS,0.95,15,1773,0,1773,1773
Fold01,TRANSABBYS,0.96,15,1777,0,1777,1777
Fold01,TRANSABBYS,0.97,15,1781,0,1781,1781
Fold01,TRANSABBYS,0.98,15,1785,0,1785,1785
Fold01,TRANSABBYS,0.99,15,1912,0,1912,1912
Fold01,TRANSABBYS,1,15,2154,0,2154,2154
Fold01,TRINITY,0.5,15,362,0,362,362
Fold01,TRINITY,0.6,15,503,0,503,503
Fold01,TRINITY,0.7,15,599,0,599,599
Fold01,TRINITY,0.8,15,769,0,769,769
Fold01,TRINITY,0.9,15,967,0,967,967
Fold01,TRINITY,0.91,15,987,0,987,987
Fold01,TRINITY,0.92,15,1010,0,1010,1010
Fold01,TRINITY,0.93,15,1041,0,1041,1041
Fold01,TRINITY,0.94,15,1069,0,1069,1069
Fold01,TRINITY,0.95,15,1112,0,1112,1112
Fold01,TRINITY,0.96,15,1143,0,1143,1143
Fold01,TRINITY,0.97,15,1210,0,1210,1210
Fold01,TRINITY,0.98,15,1287,0,1287,1287
Fold01,TRINITY,0.99,15,1348,0,1348,1348
Fold01,TRINITY,1,15,1387,0,1387,1387
Fold02,BINPACKER,0.5,15,235,0,235,235
Fold02,BINPACKER,0.6,15,326,0,326,326
Fold02,BINPACKER,0.7,15,359,0,359,359
Fold02,BINPACKER,0.8,15,394,0,394,394
Fold02,BINPACKER,0.9,15,434,0,434,434
Fold02,BINPACKER,0.91,15,442,0,442,442
Fold02,BINPACKER,0.92,15,452,0,452,452
Fold02,BINPACKER,0.93,15,455,0,455,455
Fold02,BINPACKER,0.94,15,468,0,468,468
Fold02,BINPACKER,0.95,15,474,0,474,474
Fold02,BINPACKER,0.96,15,487,0,487,487
Fold02,BINPACKER,0.97,15,506,0,506,506
Fold02,BINPACKER,0.98,15,530,0,530,530
Fold02,BINPACKER,0.99,15,572,0,572,572
Fold02,BINPACKER,1,15,698,0,698,698
Fold02,BRIDGER,0.5,15,199,0,199,199
Fold02,BRIDGER,0.6,15,287,0,287,287
Fold02,BRIDGER,0.7,15,318,0,318,318
Fold02,BRIDGER,0.8,15,341,0,341,341
Fold02,BRIDGER,0.9,15,375,0,375,375
Fold02,BRIDGER,0.91,15,379,0,379,379
Fold02,BRIDGER,0.92,15,390,0,390,390
Fold02,BRIDGER,0.93,15,393,0,393,393
Fold02,BRIDGER,0.94,15,400,0,400,400
Fold02,BRIDGER,0.95,15,410,0,410,410
Fold02,BRIDGER,0.96,15,417,0,417,417
Fold02,BRIDGER,0.97,15,428,0,428,428
Fold02,BRIDGER,0.98,15,443,0,443,443
Fold02,BRIDGER,0.99,15,460,0,460,460
Fold02,BRIDGER,1,15,503,0,503,503
Fold02,CSTONE,0.5,15,145,0,145,145
Fold02,CSTONE,0.6,15,217,0,217,217
Fold02,CSTONE,0.7,15,244,0,244,244
Fold02,CSTONE,0.8,15,262,0,262,262
Fold02,CSTONE,0.9,15,269,0,269,269
Fold02,CSTONE,0.91,15,269,0,269,269
Fold02,CSTONE,0.92,15,271,0,271,271
Fold02,CSTONE,0.93,15,271,0,271,271
Fold02,CSTONE,0.94,15,272,0,272,272
Fold02,CSTONE,0.95,15,273,0,273,273
Fold02,CSTONE,0.96,15,273,0,273,273
Fold02,CSTONE,0.97,15,275,0,275,275
Fold02,CSTONE,0.98,15,283,0,283,283
Fold02,CSTONE,0.99,15,287,0,287,287
Fold02,CSTONE,1,15,319,0,319,319
Fold02,IDBA,0.5,15,184,0,184,184
Fold02,IDBA,0.6,15,210,0,210,210
Fold02,IDBA,0.7,15,239,0,239,239
Fold02,IDBA,0.8,15,302,0,302,302
Fold02,IDBA,0.9,15,408,0,408,408
Fold02,IDBA,0.91,15,415,0,415,415
Fold02,IDBA,0.92,15,418,0,418,418
Fold02,IDBA,0.93,15,420,0,420,420
Fold02,IDBA,0.94,15,426,0,426,426
Fold02,IDBA,0.95,15,429,0,429,429
Fold02,IDBA,0.96,15,432,0,432,432
Fold02,IDBA,0.97,15,436,0,436,436
Fold02,IDBA,0.98,15,440,0,440,440
Fold02,IDBA,0.99,15,442,0,442,442
Fold02,IDBA,1,15,442,0,442,442
Fold02,MEGAHIT,0.5,15,187,0,187,187
Fold02,MEGAHIT,0.6,15,228,0,228,228
Fold02,MEGAHIT,0.7,15,256,0,256,256
Fold02,MEGAHIT,0.8,15,319,0,319,319
Fold02,MEGAHIT,0.9,15,425,0,425,425
Fold02,MEGAHIT,0.91,15,430,0,430,430
Fold02,MEGAHIT,0.92,15,435,0,435,435
Fold02,MEGAHIT,0.93,15,440,0,440,440
Fold02,MEGAHIT,0.94,15,444,0,444,444
Fold02,MEGAHIT,0.95,15,448,0,448,448
Fold02,MEGAHIT,0.96,15,451,0,451,451
Fold02,MEGAHIT,0.97,15,457,0,457,457
Fold02,MEGAHIT,0.98,15,459,0,459,459
Fold02,MEGAHIT,0.99,15,466,0,466,466
Fold02,MEGAHIT,1,15,468,0,468,468
Fold02,MERGEPIPE,0.5,15,46497,0,46497,46497
Fold02,MERGEPIPE,0.6,15,52486,0,52486,52486
Fold02,MERGEPIPE,0.7,15,56374,0,56374,56374
Fold02,MERGEPIPE,0.8,15,65278,0,65278,65278
Fold02,MERGEPIPE,0.9,15,54892,0,54892,54892
Fold02,MERGEPIPE,0.91,15,56445,0,56445,56445
Fold02,MERGEPIPE,0.92,15,57940,0,57940,57940
Fold02,MERGEPIPE,0.93,15,59655,0,59655,59655
Fold02,MERGEPIPE,0.94,15,61623,0,61623,61623
Fold02,MERGEPIPE,0.95,15,64443,0,64443,64443
Fold02,MERGEPIPE,0.96,15,68009,0,68009,68009
Fold02,MERGEPIPE,0.97,15,75297,0,75297,75297
Fold02,MERGEPIPE,0.98,15,91847,0,91847,91847
Fold02,MERGEPIPE,0.99,15,126135,0,126135,126135
Fold02,MERGEPIPE,1,15,171920,0,171920,171920
Fold02,PLASS,0.5,15,45767,0,45767,45767
Fold02,PLASS,0.6,15,51604,0,51604,51604
Fold02,PLASS,0.7,15,55936,0,55936,55936
Fold02,PLASS,0.8,15,64086,0,64086,64086
Fold02,PLASS,0.9,15,53912,0,53912,53912
Fold02,PLASS,0.91,15,55540,0,55540,55540
Fold02,PLASS,0.92,15,56955,0,56955,56955
Fold02,PLASS,0.93,15,58693,0,58693,58693
Fold02,PLASS,0.94,15,60533,0,60533,60533
Fold02,PLASS,0.95,15,63107,0,63107,63107
Fold02,PLASS,0.96,15,66825,0,66825,66825
Fold02,PLASS,0.97,15,73968,0,73968,73968
Fold02,PLASS,0.98,15,89906,0,89906,89906
Fold02,PLASS,0.99,15,123820,0,123820,123820
Fold02,PLASS,1,15,169953,0,169953,169953
Fold02,RNABLOOM,0.5,15,567,0,567,567
Fold02,RNABLOOM,0.6,15,721,0,721,721
Fold02,RNABLOOM,0.7,15,863,0,863,863
Fold02,RNABLOOM,0.8,15,1165,0,1165,1165
Fold02,RNABLOOM,0.9,15,1518,0,1518,1518
Fold02,RNABLOOM,0.91,15,1562,0,1562,1562
Fold02,RNABLOOM,0.92,15,1595,0,1595,1595
Fold02,RNABLOOM,0.93,15,1630,0,1630,1630
Fold02,RNABLOOM,0.94,15,1670,0,1670,1670
Fold02,RNABLOOM,0.95,15,1713,0,1713,1713
Fold02,RNABLOOM,0.96,15,1771,0,1771,1771
Fold02,RNABLOOM,0.97,15,1862,0,1862,1862
Fold02,RNABLOOM,0.98,15,1971,0,1971,1971
Fold02,RNABLOOM,0.99,15,2076,0,2076,2076
Fold02,RNABLOOM,1,15,2178,0,2178,2178
Fold02,SOAPDENOVO,0.5,15,341,0,341,341
Fold02,SOAPDENOVO,0.6,15,531,0,531,531
Fold02,SOAPDENOVO,0.7,15,607,0,607,607
Fold02,SOAPDENOVO,0.8,15,651,0,651,651
Fold02,SOAPDENOVO,0.9,15,678,0,678,678
Fold02,SOAPDENOVO,0.91,15,682,0,682,682
Fold02,SOAPDENOVO,0.92,15,685,0,685,685
Fold02,SOAPDENOVO,0.93,15,688,0,688,688
Fold02,SOAPDENOVO,0.94,15,693,0,693,693
Fold02,SOAPDENOVO,0.95,15,695,0,695,695
Fold02,SOAPDENOVO,0.96,15,695,0,695,695
Fold02,SOAPDENOVO,0.97,15,696,0,696,696
Fold02,SOAPDENOVO,0.98,15,696,0,696,696
Fold02,SOAPDENOVO,0.99,15,696,0,696,696
Fold02,SOAPDENOVO,1,15,696,0,696,696
Fold02,SPADES,0.5,15,232,0,232,232
Fold02,SPADES,0.6,15,337,0,337,337
Fold02,SPADES,0.7,15,393,0,393,393
Fold02,SPADES,0.8,15,503,0,503,503
Fold02,SPADES,0.9,15,610,0,610,610
Fold02,SPADES,0.91,15,619,0,619,619
Fold02,SPADES,0.92,15,628,0,628,628
Fold02,SPADES,0.93,15,633,0,633,633
Fold02,SPADES,0.94,15,642,0,642,642
Fold02,SPADES,0.95,15,647,0,647,647
Fold02,SPADES,0.96,15,649,0,649,649
Fold02,SPADES,0.97,15,651,0,651,651
Fold02,SPADES,0.98,15,653,0,653,653
Fold02,SPADES,0.99,15,656,0,656,656
Fold02,SPADES,1,15,660,0,660,660
Fold02,STRINGTIE,0.5,15,200,0,200,200
Fold02,STRINGTIE,0.6,15,303,0,303,303
Fold02,STRINGTIE,0.7,15,396,0,396,396
Fold02,STRINGTIE,0.8,15,594,0,594,594
Fold02,STRINGTIE,0.9,15,938,0,938,938
Fold02,STRINGTIE,0.91,15,969,0,969,969
Fold02,STRINGTIE,0.92,15,999,0,999,999
Fold02,STRINGTIE,0.93,15,1023,0,1023,1023
Fold02,STRINGTIE,0.94,15,1055,0,1055,1055
Fold02,STRINGTIE,0.95,15,1094,0,1094,1094
Fold02,STRINGTIE,0.96,15,1129,0,1129,1129
Fold02,STRINGTIE,0.97,15,1168,0,1168,1168
Fold02,STRINGTIE,0.98,15,1209,0,1209,1209
Fold02,STRINGTIE,0.99,15,1297,0,1297,1297
Fold02,STRINGTIE,1,15,1450,0,1450,1450
Fold02,TRANSABBYS,0.5,15,653,0,653,653
Fold02,TRANSABBYS,0.6,15,1132,0,1132,1132
Fold02,TRANSABBYS,0.7,15,1330,0,1330,1330
Fold02,TRANSABBYS,0.8,15,1555,0,1555,1555
Fold02,TRANSABBYS,0.9,15,1691,0,1691,1691
Fold02,TRANSABBYS,0.91,15,1693,0,1693,1693
Fold02,TRANSABBYS,0.92,15,1700,0,1700,1700
Fold02,TRANSABBYS,0.93,15,1705,0,1705,1705
Fold02,TRANSABBYS,0.94,15,1712,0,1712,1712
Fold02,TRANSABBYS,0.95,15,1715,0,1715,1715
Fold02,TRANSABBYS,0.96,15,1720,0,1720,1720
Fold02,TRANSABBYS,0.97,15,1726,0,1726,1726
Fold02,TRANSABBYS,0.98,15,1730,0,1730,1730
Fold02,TRANSABBYS,0.99,15,1854,0,1854,1854
Fold02,TRANSABBYS,1,15,2028,0,2028,2028
Fold02,TRINITY,0.5,15,343,0,343,343
Fold02,TRINITY,0.6,15,476,0,476,476
Fold02,TRINITY,0.7,15,550,0,550,550
Fold02,TRINITY,0.8,15,717,0,717,717
Fold02,TRINITY,0.9,15,943,0,943,943
Fold02,TRINITY,0.91,15,958,0,958,958
Fold02,TRINITY,0.92,15,987,0,987,987
Fold02,TRINITY,0.93,15,1021,0,1021,1021
Fold02,TRINITY,0.94,15,1040,0,1040,1040
Fold02,TRINITY,0.95,15,1084,0,1084,1084
Fold02,TRINITY,0.96,15,1137,0,1137,1137
Fold02,TRINITY,0.97,15,1190,0,1190,1190
Fold02,TRINITY,0.98,15,1263,0,1263,1263
Fold02,TRINITY,0.99,15,1338,0,1338,1338
Fold02,TRINITY,1,15,1369,0,1369,1369
Fold03,BINPACKER,0.5,15,228,0,228,228
Fold03,BINPACKER,0.6,15,336,0,336,336
Fold03,BINPACKER,0.7,15,386,0,386,386
Fold03,BINPACKER,0.8,15,428,0,428,428
Fold03,BINPACKER,0.9,15,452,0,452,452
Fold03,BINPACKER,0.91,15,458,0,458,458
Fold03,BINPACKER,0.92,15,467,0,467,467
Fold03,BINPACKER,0.93,15,477,0,477,477
Fold03,BINPACKER,0.94,15,488,0,488,488
Fold03,BINPACKER,0.95,15,494,0,494,494
Fold03,BINPACKER,0.96,15,501,0,501,501
Fold03,BINPACKER,0.97,15,520,0,520,520
Fold03,BINPACKER,0.98,15,539,0,539,539
Fold03,BINPACKER,0.99,15,576,0,576,576
Fold03,BINPACKER,1,15,667,0,667,667
Fold03,BRIDGER,0.5,15,204,0,204,204
Fold03,BRIDGER,0.6,15,300,0,300,300
Fold03,BRIDGER,0.7,15,337,0,337,337
Fold03,BRIDGER,0.8,15,370,0,370,370
Fold03,BRIDGER,0.9,15,391,0,391,391
Fold03,BRIDGER,0.91,15,394,0,394,394
Fold03,BRIDGER,0.92,15,400,0,400,400
Fold03,BRIDGER,0.93,15,408,0,408,408
Fold03,BRIDGER,0.94,15,420,0,420,420
Fold03,BRIDGER,0.95,15,429,0,429,429
Fold03,BRIDGER,0.96,15,435,0,435,435
Fold03,BRIDGER,0.97,15,453,0,453,453
Fold03,BRIDGER,0.98,15,472,0,472,472
Fold03,BRIDGER,0.99,15,499,0,499,499
Fold03,BRIDGER,1,15,535,0,535,535
Fold03,CSTONE,0.5,15,149,0,149,149
Fold03,CSTONE,0.6,15,213,0,213,213
Fold03,CSTONE,0.7,15,233,0,233,233
Fold03,CSTONE,0.8,15,257,0,257,257
Fold03,CSTONE,0.9,15,264,0,264,264
Fold03,CSTONE,0.91,15,264,0,264,264
Fold03,CSTONE,0.92,15,264,0,264,264
Fold03,CSTONE,0.93,15,265,0,265,265
Fold03,CSTONE,0.94,15,267,0,267,267
Fold03,CSTONE,0.95,15,267,0,267,267
Fold03,CSTONE,0.96,15,270,0,270,270
Fold03,CSTONE,0.97,15,270,0,270,270
Fold03,CSTONE,0.98,15,274,0,274,274
Fold03,CSTONE,0.99,15,281,0,281,281
Fold03,CSTONE,1,15,314,0,314,314
Fold03,IDBA,0.5,15,200,0,200,200
Fold03,IDBA,0.6,15,231,0,231,231
Fold03,IDBA,0.7,15,259,0,259,259
Fold03,IDBA,0.8,15,321,0,321,321
Fold03,IDBA,0.9,15,407,0,407,407
Fold03,IDBA,0.91,15,411,0,411,411
Fold03,IDBA,0.92,15,416,0,416,416
Fold03,IDBA,0.93,15,417,0,417,417
Fold03,IDBA,0.94,15,418,0,418,418
Fold03,IDBA,0.95,15,423,0,423,423
Fold03,IDBA,0.96,15,424,0,424,424
Fold03,IDBA,0.97,15,426,0,426,426
Fold03,IDBA,0.98,15,431,0,431,431
Fold03,IDBA,0.99,15,433,0,433,433
Fold03,IDBA,1,15,433,0,433,433
Fold03,MEGAHIT,0.5,15,193,0,193,193
Fold03,MEGAHIT,0.6,15,236,0,236,236
Fold03,MEGAHIT,0.7,15,277,0,277,277
Fold03,MEGAHIT,0.8,15,336,0,336,336
Fold03,MEGAHIT,0.9,15,432,0,432,432
Fold03,MEGAHIT,0.91,15,440,0,440,440
Fold03,MEGAHIT,0.92,15,443,0,443,443
Fold03,MEGAHIT,0.93,15,445,0,445,445
Fold03,MEGAHIT,0.94,15,449,0,449,449
Fold03,MEGAHIT,0.95,15,454,0,454,454
Fold03,MEGAHIT,0.96,15,459,0,459,459
Fold03,MEGAHIT,0.97,15,464,0,464,464
Fold03,MEGAHIT,0.98,15,466,0,466,466
Fold03,MEGAHIT,0.99,15,468,0,468,468
Fold03,MEGAHIT,1,15,473,0,473,473
Fold03,MERGEPIPE,0.5,15,46841,0,46841,46841
Fold03,MERGEPIPE,0.6,15,52588,0,52588,52588
Fold03,MERGEPIPE,0.7,15,56044,0,56044,56044
Fold03,MERGEPIPE,0.8,15,64069,0,64069,64069
Fold03,MERGEPIPE,0.9,15,55153,0,55153,55153
Fold03,MERGEPIPE,0.91,15,56490,0,56490,56490
Fold03,MERGEPIPE,0.92,15,57771,0,57771,57771
Fold03,MERGEPIPE,0.93,15,59566,0,59566,59566
Fold03,MERGEPIPE,0.94,15,61501,0,61501,61501
Fold03,MERGEPIPE,0.95,15,64249,0,64249,64249
Fold03,MERGEPIPE,0.96,15,67901,0,67901,67901
Fold03,MERGEPIPE,0.97,15,75210,0,75210,75210
Fold03,MERGEPIPE,0.98,15,91950,0,91950,91950
Fold03,MERGEPIPE,0.99,15,126896,0,126896,126896
Fold03,MERGEPIPE,1,15,173223,0,173223,173223
Fold03,PLASS,0.5,15,46386,0,46386,46386
Fold03,PLASS,0.6,15,51586,0,51586,51586
Fold03,PLASS,0.7,15,55500,0,55500,55500
Fold03,PLASS,0.8,15,63212,0,63212,63212
Fold03,PLASS,0.9,15,54270,0,54270,54270
Fold03,PLASS,0.91,15,55519,0,55519,55519
Fold03,PLASS,0.92,15,56860,0,56860,56860
Fold03,PLASS,0.93,15,58485,0,58485,58485
Fold03,PLASS,0.94,15,60273,0,60273,60273
Fold03,PLASS,0.95,15,63040,0,63040,63040
Fold03,PLASS,0.96,15,66453,0,66453,66453
Fold03,PLASS,0.97,15,73846,0,73846,73846
Fold03,PLASS,0.98,15,90487,0,90487,90487
Fold03,PLASS,0.99,15,124701,0,124701,124701
Fold03,PLASS,1,15,171237,0,171237,171237
Fold03,RNABLOOM,0.5,15,4,0,4,4
Fold03,RNABLOOM,0.6,15,6,0,6,6
Fold03,RNABLOOM,0.7,15,6,0,6,6
Fold03,RNABLOOM,0.8,15,6,0,6,6
Fold03,RNABLOOM,0.9,15,7,0,7,7
Fold03,RNABLOOM,0.91,15,7,0,7,7
Fold03,RNABLOOM,0.92,15,7,0,7,7
Fold03,RNABLOOM,0.93,15,7,0,7,7
Fold03,RNABLOOM,0.94,15,7,0,7,7
Fold03,RNABLOOM,0.95,15,7,0,7,7
Fold03,RNABLOOM,0.96,15,7,0,7,7
Fold03,RNABLOOM,0.97,15,7,0,7,7
Fold03,RNABLOOM,0.98,15,7,0,7,7
Fold03,RNABLOOM,0.99,15,8,0,8,8
Fold03,RNABLOOM,1,15,8,0,8,8
Fold03,SOAPDENOVO,0.5,15,357,0,357,357
Fold03,SOAPDENOVO,0.6,15,530,0,530,530
Fold03,SOAPDENOVO,0.7,15,602,0,602,602
Fold03,SOAPDENOVO,0.8,15,636,0,636,636
Fold03,SOAPDENOVO,0.9,15,658,0,658,658
Fold03,SOAPDENOVO,0.91,15,659,0,659,659
