sample,assembler,sequence_identity,n_datasets,mean_clusters,se_clusters,min_clusters,max_clusters
Fold10,RNABLOOM,0.8,15,1115,0,1115,1115
Fold10,RNABLOOM,0.9,15,1453,0,1453,1453
Fold10,RNABLOOM,0.91,15,1493,0,1493,1493
Fold10,RNABLOOM,0.92,15,1533,0,1533,1533
Fold10,RNABLOOM,0.93,15,1561,0,1561,1561
Fold10,RNABLOOM,0.94,15,1596,0,1596,1596
Fold10,RNABLOOM,0.95,15,1643,0,1643,1643
Fold10,RNABLOOM,0.96,15,1708,0,1708,1708
Fold10,RNABLOOM,0.97,15,1795,0,1795,1795
Fold10,RNABLOOM,0.98,15,1894,0,1894,1894
Fold10,RNABLOOM,0.99,15,1976,0,1976,1976
Fold10,RNABLOOM,1,15,2060,0,2060,2060
Fold10,SOAPDENOVO,0.5,15,350,0,350,350
Fold10,SOAPDENOVO,0.6,15,522,0,522,522
Fold10,SOAPDENOVO,0.7,15,590,0,590,590
Fold10,SOAPDENOVO,0.8,15,633,0,633,633
Fold10,SOAPDENOVO,0.9,15,659,0,659,659
Fold10,SOAPDENOVO,0.91,15,661,0,661,661
Fold10,SOAPDENOVO,0.92,15,666,0,666,666
Fold10,SOAPDENOVO,0.93,15,672,0,672,672
Fold10,SOAPDENOVO,0.94,15,675,0,675,675
Fold10,SOAPDENOVO,0.95,15,676,0,676,676
Fold10,SOAPDENOVO,0.96,15,676,0,676,676
Fold10,SOAPDENOVO,0.97,15,677,0,677,677
Fold10,SOAPDENOVO,0.98,15,677,0,677,677
Fold10,SOAPDENOVO,0.99,15,677,0,677,677
Fold10,SOAPDENOVO,1,15,677,0,677,677
Fold10,SPADES,0.5,15,242,0,242,242
Fold10,SPADES,0.6,15,353,0,353,353
Fold10,SPADES,0.7,15,411,0,411,411
Fold10,SPADES,0.8,15,516,0,516,516
Fold10,SPADES,0.9,15,624,0,624,624
Fold10,SPADES,0.91,15,631,0,631,631
Fold10,SPADES,0.92,15,638,0,638,638
Fold10,SPADES,0.93,15,640,0,640,640
Fold10,SPADES,0.94,15,646,0,646,646
Fold10,SPADES,0.95,15,650,0,650,650
Fold10,SPADES,0.96,15,653,0,653,653
Fold10,SPADES,0.97,15,656,0,656,656
Fold10,SPADES,0.98,15,659,0,659,659
Fold10,SPADES,0.99,15,663,0,663,663
Fold10,SPADES,1,15,667,0,667,667
Fold10,STRINGTIE,0.5,15,214,0,214,214
Fold10,STRINGTIE,0.6,15,329,0,329,329
Fold10,STRINGTIE,0.7,15,411,0,411,411
Fold10,STRINGTIE,0.8,15,608,0,608,608
Fold10,STRINGTIE,0.9,15,939,0,939,939
Fold10,STRINGTIE,0.91,15,968,0,968,968
Fold10,STRINGTIE,0.92,15,997,0,997,997
Fold10,STRINGTIE,0.93,15,1024,0,1024,1024
Fold10,STRINGTIE,0.94,15,1060,0,1060,1060
Fold10,STRINGTIE,0.95,15,1087,0,1087,1087
Fold10,STRINGTIE,0.96,15,1122,0,1122,1122
Fold10,STRINGTIE,0.97,15,1166,0,1166,1166
Fold10,STRINGTIE,0.98,15,1220,0,1220,1220
Fold10,STRINGTIE,0.99,15,1321,0,1321,1321
Fold10,STRINGTIE,1,15,1459,0,1459,1459
Fold10,TRANSABBYS,0.5,15,675,0,675,675
Fold10,TRANSABBYS,0.6,15,1142,0,1142,1142
Fold10,TRANSABBYS,0.7,15,1328,0,1328,1328
Fold10,TRANSABBYS,0.8,15,1582,0,1582,1582
Fold10,TRANSABBYS,0.9,15,1714,0,1714,1714
Fold10,TRANSABBYS,0.91,15,1724,0,1724,1724
Fold10,TRANSABBYS,0.92,15,1733,0,1733,1733
Fold10,TRANSABBYS,0.93,15,1740,0,1740,1740
Fold10,TRANSABBYS,0.94,15,1747,0,1747,1747
Fold10,TRANSABBYS,0.95,15,1756,0,1756,1756
Fold10,TRANSABBYS,0.96,15,1761,0,1761,1761
Fold10,TRANSABBYS,0.97,15,1764,0,1764,1764
Fold10,TRANSABBYS,0.98,15,1771,0,1771,1771
Fold10,TRANSABBYS,0.99,15,1911,0,1911,1911
Fold10,TRANSABBYS,1,15,2104,0,2104,2104
Fold10,TRINITY,0.5,15,366,0,366,366
Fold10,TRINITY,0.6,15,500,0,500,500
Fold10,TRINITY,0.7,15,593,0,593,593
Fold10,TRINITY,0.8,15,752,0,752,752
Fold10,TRINITY,0.9,15,972,0,972,972
Fold10,TRINITY,0.91,15,1001,0,1001,1001
Fold10,TRINITY,0.92,15,1036,0,1036,1036
Fold10,TRINITY,0.93,15,1074,0,1074,1074
Fold10,TRINITY,0.94,15,1104,0,1104,1104
Fold10,TRINITY,0.95,15,1145,0,1145,1145
Fold10,TRINITY,0.96,15,1197,0,1197,1197
Fold10,TRINITY,0.97,15,1248,0,1248,1248
Fold10,TRINITY,0.98,15,1310,0,1310,1310
Fold10,TRINITY,0.99,15,1365,0,1365,1365
Fold10,TRINITY,1,15,1395,0,1395,1395
Fold11,BINPACKER,0.5,15,231,0,231,231
Fold11,BINPACKER,0.6,15,329,0,329,329
Fold11,BINPACKER,0.7,15,374,0,374,374
Fold11,BINPACKER,0.8,15,403,0,403,403
Fold11,BINPACKER,0.9,15,445,0,445,445
Fold11,BINPACKER,0.91,15,449,0,449,449
Fold11,BINPACKER,0.92,15,456,0,456,456
Fold11,BINPACKER,0.93,15,464,0,464,464
Fold11,BINPACKER,0.94,15,468,0,468,468
Fold11,BINPACKER,0.95,15,481,0,481,481
Fold11,BINPACKER,0.96,15,490,0,490,490
Fold11,BINPACKER,0.97,15,507,0,507,507
Fold11,BINPACKER,0.98,15,528,0,528,528
Fold11,BINPACKER,0.99,15,564,0,564,564
Fold11,BINPACKER,1,15,653,0,653,653
Fold11,BRIDGER,0.5,15,200,0,200,200
Fold11,BRIDGER,0.6,15,288,0,288,288
Fold11,BRIDGER,0.7,15,327,0,327,327
Fold11,BRIDGER,0.8,15,350,0,350,350
Fold11,BRIDGER,0.9,15,379,0,379,379
Fold11,BRIDGER,0.91,15,385,0,385,385
Fold11,BRIDGER,0.92,15,392,0,392,392
Fold11,BRIDGER,0.93,15,394,0,394,394
Fold11,BRIDGER,0.94,15,403,0,403,403
Fold11,BRIDGER,0.95,15,417,0,417,417
Fold11,BRIDGER,0.96,15,426,0,426,426
Fold11,BRIDGER,0.97,15,436,0,436,436
Fold11,BRIDGER,0.98,15,454,0,454,454
Fold11,BRIDGER,0.99,15,472,0,472,472
Fold11,BRIDGER,1,15,510,0,510,510
Fold11,CSTONE,0.5,15,145,0,145,145
Fold11,CSTONE,0.6,15,219,0,219,219
Fold11,CSTONE,0.7,15,239,0,239,239
Fold11,CSTONE,0.8,15,254,0,254,254
Fold11,CSTONE,0.9,15,263,0,263,263
Fold11,CSTONE,0.91,15,264,0,264,264
Fold11,CSTONE,0.92,15,264,0,264,264
Fold11,CSTONE,0.93,15,264,0,264,264
Fold11,CSTONE,0.94,15,266,0,266,266
Fold11,CSTONE,0.95,15,266,0,266,266
Fold11,CSTONE,0.96,15,267,0,267,267
Fold11,CSTONE,0.97,15,268,0,268,268
Fold11,CSTONE,0.98,15,274,0,274,274
Fold11,CSTONE,0.99,15,276,0,276,276
Fold11,CSTONE,1,15,300,0,300,300
Fold11,IDBA,0.5,15,179,0,179,179
Fold11,IDBA,0.6,15,222,0,222,222
Fold11,IDBA,0.7,15,254,0,254,254
Fold11,IDBA,0.8,15,313,0,313,313
Fold11,IDBA,0.9,15,390,0,390,390
Fold11,IDBA,0.91,15,398,0,398,398
Fold11,IDBA,0.92,15,401,0,401,401
Fold11,IDBA,0.93,15,402,0,402,402
Fold11,IDBA,0.94,15,407,0,407,407
Fold11,IDBA,0.95,15,411,0,411,411
Fold11,IDBA,0.96,15,412,0,412,412
Fold11,IDBA,0.97,15,416,0,416,416
Fold11,IDBA,0.98,15,418,0,418,418
Fold11,IDBA,0.99,15,418,0,418,418
Fold11,IDBA,1,15,418,0,418,418
Fold11,MEGAHIT,0.5,15,177,0,177,177
Fold11,MEGAHIT,0.6,15,220,0,220,220
Fold11,MEGAHIT,0.7,15,254,0,254,254
Fold11,MEGAHIT,0.8,15,317,0,317,317
Fold11,MEGAHIT,0.9,15,412,0,412,412
Fold11,MEGAHIT,0.91,15,417,0,417,417
Fold11,MEGAHIT,0.92,15,422,0,422,422
Fold11,MEGAHIT,0.93,15,424,0,424,424
Fold11,MEGAHIT,0.94,15,427,0,427,427
Fold11,MEGAHIT,0.95,15,432,0,432,432
Fold11,MEGAHIT,0.96,15,438,0,438,438
Fold11,MEGAHIT,0.97,15,443,0,443,443
Fold11,MEGAHIT,0.98,15,444,0,444,444
Fold11,MEGAHIT,0.99,15,447,0,447,447
Fold11,MEGAHIT,1,15,453,0,453,453
Fold11,MERGEPIPE,0.5,15,46994,0,46994,46994
Fold11,MERGEPIPE,0.6,15,52233,0,52233,52233
Fold11,MERGEPIPE,0.7,15,55938,0,55938,55938
Fold11,MERGEPIPE,0.8,15,63255,0,63255,63255
Fold11,MERGEPIPE,0.9,15,55010,0,55010,55010
Fold11,MERGEPIPE,0.91,15,56142,0,56142,56142
Fold11,MERGEPIPE,0.92,15,57516,0,57516,57516
Fold11,MERGEPIPE,0.93,15,59192,0,59192,59192
Fold11,MERGEPIPE,0.94,15,60990,0,60990,60990
Fold11,MERGEPIPE,0.95,15,63793,0,63793,63793
Fold11,MERGEPIPE,0.96,15,67471,0,67471,67471
Fold11,MERGEPIPE,0.97,15,75244,0,75244,75244
Fold11,MERGEPIPE,0.98,15,92257,0,92257,92257
Fold11,MERGEPIPE,0.99,15,126951,0,126951,126951
Fold11,MERGEPIPE,1,15,173467,0,173467,173467
Fold11,PLASS,0.5,15,46536,0,46536,46536
Fold11,PLASS,0.6,15,51496,0,51496,51496
Fold11,PLASS,0.7,15,55286,0,55286,55286
Fold11,PLASS,0.8,15,62947,0,62947,62947
Fold11,PLASS,0.9,15,54161,0,54161,54161
Fold11,PLASS,0.91,15,55510,0,55510,55510
Fold11,PLASS,0.92,15,56673,0,56673,56673
Fold11,PLASS,0.93,15,58441,0,58441,58441
Fold11,PLASS,0.94,15,60176,0,60176,60176
Fold11,PLASS,0.95,15,62797,0,62797,62797
Fold11,PLASS,0.96,15,66403,0,66403,66403
Fold11,PLASS,0.97,15,74046,0,74046,74046
Fold11,PLASS,0.98,15,90713,0,90713,90713
Fold11,PLASS,0.99,15,124749,0,124749,124749
Fold11,PLASS,1,15,171618,0,171618,171618
Fold11,RNABLOOM,0.5,15,653,0,653,653
Fold11,RNABLOOM,0.6,15,827,0,827,827
Fold11,RNABLOOM,0.7,15,958,0,958,958
Fold11,RNABLOOM,0.8,15,1268,0,1268,1268
Fold11,RNABLOOM,0.9,15,1631,0,1631,1631
Fold11,RNABLOOM,0.91,15,1662,0,1662,1662
Fold11,RNABLOOM,0.92,15,1696,0,1696,1696
Fold11,RNABLOOM,0.93,15,1740,0,1740,1740
Fold11,RNABLOOM,0.94,15,1780,0,1780,1780
Fold11,RNABLOOM,0.95,15,1828,0,1828,1828
Fold11,RNABLOOM,0.96,15,1901,0,1901,1901
Fold11,RNABLOOM,0.97,15,2014,0,2014,2014
Fold11,RNABLOOM,0.98,15,2144,0,2144,2144
Fold11,RNABLOOM,0.99,15,2247,0,2247,2247
Fold11,RNABLOOM,1,15,2338,0,2338,2338
Fold11,SOAPDENOVO,0.5,15,362,0,362,362
Fold11,SOAPDENOVO,0.6,15,531,0,531,531
Fold11,SOAPDENOVO,0.7,15,608,0,608,608
Fold11,SOAPDENOVO,0.8,15,651,0,651,651
Fold11,SOAPDENOVO,0.9,15,684,0,684,684
Fold11,SOAPDENOVO,0.91,15,688,0,688,688
Fold11,SOAPDENOVO,0.92,15,691,0,691,691
Fold11,SOAPDENOVO,0.93,15,696,0,696,696
Fold11,SOAPDENOVO,0.94,15,698,0,698,698
Fold11,SOAPDENOVO,0.95,15,700,0,700,700
Fold11,SOAPDENOVO,0.96,15,700,0,700,700
Fold11,SOAPDENOVO,0.97,15,701,0,701,701
Fold11,SOAPDENOVO,0.98,15,701,0,701,701
Fold11,SOAPDENOVO,0.99,15,701,0,701,701
Fold11,SOAPDENOVO,1,15,701,0,701,701
Fold11,SPADES,0.5,15,257,0,257,257
Fold11,SPADES,0.6,15,365,0,365,365
Fold11,SPADES,0.7,15,424,0,424,424
Fold11,SPADES,0.8,15,522,0,522,522
Fold11,SPADES,0.9,15,620,0,620,620
Fold11,SPADES,0.91,15,632,0,632,632
Fold11,SPADES,0.92,15,642,0,642,642
Fold11,SPADES,0.93,15,646,0,646,646
Fold11,SPADES,0.94,15,650,0,650,650
Fold11,SPADES,0.95,15,655,0,655,655
Fold11,SPADES,0.96,15,660,0,660,660
Fold11,SPADES,0.97,15,662,0,662,662
Fold11,SPADES,0.98,15,664,0,664,664
Fold11,SPADES,0.99,15,666,0,666,666
Fold11,SPADES,1,15,671,0,671,671
Fold11,STRINGTIE,0.5,15,204,0,204,204
Fold11,STRINGTIE,0.6,15,329,0,329,329
Fold11,STRINGTIE,0.7,15,400,0,400,400
Fold11,STRINGTIE,0.8,15,606,0,606,606
Fold11,STRINGTIE,0.9,15,953,0,953,953
Fold11,STRINGTIE,0.91,15,975,0,975,975
Fold11,STRINGTIE,0.92,15,1001,0,1001,1001
Fold11,STRINGTIE,0.93,15,1024,0,1024,1024
Fold11,STRINGTIE,0.94,15,1063,0,1063,1063
Fold11,STRINGTIE,0.95,15,1099,0,1099,1099
Fold11,STRINGTIE,0.96,15,1124,0,1124,1124
Fold11,STRINGTIE,0.97,15,1160,0,1160,1160
Fold11,STRINGTIE,0.98,15,1217,0,1217,1217
Fold11,STRINGTIE,0.99,15,1312,0,1312,1312
Fold11,STRINGTIE,1,15,1462,0,1462,1462
Fold11,TRANSABBYS,0.5,15,682,0,682,682
Fold11,TRANSABBYS,0.6,15,1199,0,1199,1199
Fold11,TRANSABBYS,0.7,15,1389,0,1389,1389
Fold11,TRANSABBYS,0.8,15,1596,0,1596,1596
Fold11,TRANSABBYS,0.9,15,1730,0,1730,1730
Fold11,TRANSABBYS,0.91,15,1743,0,1743,1743
Fold11,TRANSABBYS,0.92,15,1754,0,1754,1754
Fold11,TRANSABBYS,0.93,15,1757,0,1757,1757
Fold11,TRANSABBYS,0.94,15,1761,0,1761,1761
Fold11,TRANSABBYS,0.95,15,1766,0,1766,1766
Fold11,TRANSABBYS,0.96,15,1775,0,1775,1775
Fold11,TRANSABBYS,0.97,15,1780,0,1780,1780
Fold11,TRANSABBYS,0.98,15,1783,0,1783,1783
Fold11,TRANSABBYS,0.99,15,1929,0,1929,1929
Fold11,TRANSABBYS,1,15,2132,0,2132,2132
Fold11,TRINITY,0.5,15,327,0,327,327
Fold11,TRINITY,0.6,15,483,0,483,483
Fold11,TRINITY,0.7,15,567,0,567,567
Fold11,TRINITY,0.8,15,748,0,748,748
Fold11,TRINITY,0.9,15,967,0,967,967
Fold11,TRINITY,0.91,15,993,0,993,993
Fold11,TRINITY,0.92,15,1015,0,1015,1015
Fold11,TRINITY,0.93,15,1043,0,1043,1043
Fold11,TRINITY,0.94,15,1083,0,1083,1083
Fold11,TRINITY,0.95,15,1118,0,1118,1118
Fold11,TRINITY,0.96,15,1158,0,1158,1158
Fold11,TRINITY,0.97,15,1208,0,1208,1208
Fold11,TRINITY,0.98,15,1285,0,1285,1285
Fold11,TRINITY,0.99,15,1347,0,1347,1347
Fold11,TRINITY,1,15,1373,0,1373,1373
Fold12,BINPACKER,0.5,15,248,0,248,248
Fold12,BINPACKER,0.6,15,346,0,346,346
Fold12,BINPACKER,0.7,15,381,0,381,381
Fold12,BINPACKER,0.8,15,416,0,416,416
Fold12,BINPACKER,0.9,15,464,0,464,464
Fold12,BINPACKER,0.91,15,466,0,466,466
Fold12,BINPACKER,0.92,15,472,0,472,472
Fold12,BINPACKER,0.93,15,482,0,482,482
Fold12,BINPACKER,0.94,15,490,0,490,490
Fold12,BINPACKER,0.95,15,504,0,504,504
Fold12,BINPACKER,0.96,15,516,0,516,516
Fold12,BINPACKER,0.97,15,531,0,531,531
Fold12,BINPACKER,0.98,15,551,0,551,551
Fold12,BINPACKER,0.99,15,584,0,584,584
Fold12,BINPACKER,1,15,679,0,679,679
Fold12,BRIDGER,0.5,15,212,0,212,212
Fold12,BRIDGER,0.6,15,302,0,302,302
Fold12,BRIDGER,0.7,15,336,0,336,336
Fold12,BRIDGER,0.8,15,359,0,359,359
Fold12,BRIDGER,0.9,15,392,0,392,392
Fold12,BRIDGER,0.91,15,397,0,397,397
Fold12,BRIDGER,0.92,15,405,0,405,405
Fold12,BRIDGER,0.93,15,413,0,413,413
Fold12,BRIDGER,0.94,15,420,0,420,420
Fold12,BRIDGER,0.95,15,431,0,431,431
Fold12,BRIDGER,0.96,15,447,0,447,447
Fold12,BRIDGER,0.97,15,459,0,459,459
Fold12,BRIDGER,0.98,15,474,0,474,474
Fold12,BRIDGER,0.99,15,494,0,494,494
Fold12,BRIDGER,1,15,524,0,524,524
Fold12,CSTONE,0.5,15,156,0,156,156
Fold12,CSTONE,0.6,15,218,0,218,218
Fold12,CSTONE,0.7,15,240,0,240,240
Fold12,CSTONE,0.8,15,256,0,256,256
Fold12,CSTONE,0.9,15,272,0,272,272
Fold12,CSTONE,0.91,15,273,0,273,273
Fold12,CSTONE,0.92,15,273,0,273,273
Fold12,CSTONE,0.93,15,273,0,273,273
Fold12,CSTONE,0.94,15,275,0,275,275
Fold12,CSTONE,0.95,15,276,0,276,276
Fold12,CSTONE,0.96,15,276,0,276,276
Fold12,CSTONE,0.97,15,277,0,277,277
Fold12,CSTONE,0.98,15,282,0,282,282
Fold12,CSTONE,0.99,15,290,0,290,290
Fold12,CSTONE,1,15,319,0,319,319
Fold12,IDBA,0.5,15,178,0,178,178
Fold12,IDBA,0.6,15,218,0,218,218
Fold12,IDBA,0.7,15,247,0,247,247
Fold12,IDBA,0.8,15,303,0,303,303
Fold12,IDBA,0.9,15,395,0,395,395
Fold12,IDBA,0.91,15,399,0,399,399
Fold12,IDBA,0.92,15,402,0,402,402
Fold12,IDBA,0.93,15,407,0,407,407
Fold12,IDBA,0.94,15,411,0,411,411
Fold12,IDBA,0.95,15,415,0,415,415
Fold12,IDBA,0.96,15,416,0,416,416
Fold12,IDBA,0.97,15,419,0,419,419
Fold12,IDBA,0.98,15,423,0,423,423
Fold12,IDBA,0.99,15,425,0,425,425
Fold12,IDBA,1,15,425,0,425,425
Fold12,MEGAHIT,0.5,15,190,0,190,190
Fold12,MEGAHIT,0.6,15,239,0,239,239
Fold12,MEGAHIT,0.7,15,268,0,268,268
Fold12,MEGAHIT,0.8,15,325,0,325,325
Fold12,MEGAHIT,0.9,15,431,0,431,431
Fold12,MEGAHIT,0.91,15,441,0,441,441
Fold12,MEGAHIT,0.92,15,445,0,445,445
Fold12,MEGAHIT,0.93,15,446,0,446,446
Fold12,MEGAHIT,0.94,15,453,0,453,453
Fold12,MEGAHIT,0.95,15,461,0,461,461
Fold12,MEGAHIT,0.96,15,463,0,463,463
Fold12,MEGAHIT,0.97,15,468,0,468,468
Fold12,MEGAHIT,0.98,15,472,0,472,472
Fold12,MEGAHIT,0.99,15,477,0,477,477
Fold12,MEGAHIT,1,15,483,0,483,483
Fold12,MERGEPIPE,0.5,15,46231,0,46231,46231
Fold12,MERGEPIPE,0.6,15,51792,0,51792,51792
Fold12,MERGEPIPE,0.7,15,55440,0,55440,55440
Fold12,MERGEPIPE,0.8,15,63781,0,63781,63781
Fold12,MERGEPIPE,0.9,15,54598,0,54598,54598
Fold12,MERGEPIPE,0.91,15,56029,0,56029,56029
Fold12,MERGEPIPE,0.92,15,57260,0,57260,57260
Fold12,MERGEPIPE,0.93,15,59019,0,59019,59019
Fold12,MERGEPIPE,0.94,15,60565,0,60565,60565
Fold12,MERGEPIPE,0.95,15,63634,0,63634,63634
Fold12,MERGEPIPE,0.96,15,67228,0,67228,67228
Fold12,MERGEPIPE,0.97,15,74426,0,74426,74426
Fold12,MERGEPIPE,0.98,15,91132,0,91132,91132
Fold12,MERGEPIPE,0.99,15,125554,0,125554,125554
Fold12,MERGEPIPE,1,15,172397,0,172397,172397
Fold12,PLASS,0.5,15,45299,0,45299,45299
Fold12,PLASS,0.6,15,50866,0,50866,50866
Fold12,PLASS,0.7,15,54507,0,54507,54507
Fold12,PLASS,0.8,15,62686,0,62686,62686
Fold12,PLASS,0.9,15,53767,0,53767,53767
Fold12,PLASS,0.91,15,55175,0,55175,55175
Fold12,PLASS,0.92,15,56485,0,56485,56485
Fold12,PLASS,0.93,15,57933,0,57933,57933
Fold12,PLASS,0.94,15,59788,0,59788,59788
Fold12,PLASS,0.95,15,62578,0,62578,62578
Fold12,PLASS,0.96,15,66149,0,66149,66149
Fold12,PLASS,0.97,15,73210,0,73210,73210
Fold12,PLASS,0.98,15,89660,0,89660,89660
Fold12,PLASS,0.99,15,123473,0,123473,123473
Fold12,PLASS,1,15,170505,0,170505,170505
Fold12,RNABLOOM,0.5,15,578,0,578,578
Fold12,RNABLOOM,0.6,15,749,0,749,749
Fold12,RNABLOOM,0.7,15,871,0,871,871
Fold12,RNABLOOM,0.8,15,1157,0,1157,1157
Fold12,RNABLOOM,0.9,15,1525,0,1525,1525
Fold12,RNABLOOM,0.91,15,1554,0,1554,1554
Fold12,RNABLOOM,0.92,15,1583,0,1583,1583
Fold12,RNABLOOM,0.93,15,1627,0,1627,1627
Fold12,RNABLOOM,0.94,15,1663,0,1663,1663
Fold12,RNABLOOM,0.95,15,1725,0,1725,1725
Fold12,RNABLOOM,0.96,15,1788,0,1788,1788
Fold12,RNABLOOM,0.97,15,1888,0,1888,1888
Fold12,RNABLOOM,0.98,15,2008,0,2008,2008
Fold12,RNABLOOM,0.99,15,2113,0,2113,2113
Fold12,RNABLOOM,1,15,2190,0,2190,2190
Fold12,SOAPDENOVO,0.5,15,359,0,359,359
Fold12,SOAPDENOVO,0.6,15,539,0,539,539
Fold12,SOAPDENOVO,0.7,15,604,0,604,604
Fold12,SOAPDENOVO,0.8,15,644,0,644,644
Fold12,SOAPDENOVO,0.9,15,668,0,668,668
Fold12,SOAPDENOVO,0.91,15,671,0,671,671
Fold12,SOAPDENOVO,0.92,15,678,0,678,678
Fold12,SOAPDENOVO,0.93,15,684,0,684,684
Fold12,SOAPDENOVO,0.94,15,686,0,686,686
Fold12,SOAPDENOVO,0.95,15,687,0,687,687
Fold12,SOAPDENOVO,0.96,15,687,0,687,687
Fold12,SOAPDENOVO,0.97,15,688,0,688,688
Fold12,SOAPDENOVO,0.98,15,688,0,688,688
Fold12,SOAPDENOVO,0.99,15,688,0,688,688
Fold12,SOAPDENOVO,1,15,688,0,688,688
Fold12,SPADES,0.5,15,246,0,246,246
Fold12,SPADES,0.6,15,355,0,355,355
Fold12,SPADES,0.7,15,401,0,401,401
Fold12,SPADES,0.8,15,507,0,507,507
Fold12,SPADES,0.9,15,595,0,595,595
Fold12,SPADES,0.91,15,605,0,605,605
Fold12,SPADES,0.92,15,616,0,616,616
Fold12,SPADES,0.93,15,622,0,622,622
Fold12,SPADES,0.94,15,627,0,627,627
Fold12,SPADES,0.95,15,633,0,633,633
Fold12,SPADES,0.96,15,637,0,637,637
Fold12,SPADES,0.97,15,637,0,637,637
Fold12,SPADES,0.98,15,639,0,639,639
Fold12,SPADES,0.99,15,646,0,646,646
Fold12,SPADES,1,15,648,0,648,648
Fold12,STRINGTIE,0.5,15,208,0,208,208
Fold12,STRINGTIE,0.6,15,326,0,326,326
Fold12,STRINGTIE,0.7,15,415,0,415,415
Fold12,STRINGTIE,0.8,15,598,0,598,598
Fold12,STRINGTIE,0.9,15,938,0,938,938
Fold12,STRINGTIE,0.91,15,974,0,974,974
Fold12,STRINGTIE,0.92,15,1002,0,1002,1002
Fold12,STRINGTIE,0.93,15,1024,0,1024,1024
Fold12,STRINGTIE,0.94,15,1061,0,1061,1061
Fold12,STRINGTIE,0.95,15,1095,0,1095,1095
Fold12,STRINGTIE,0.96,15,1122,0,1122,1122
Fold12,STRINGTIE,0.97,15,1165,0,1165,1165
Fold12,STRINGTIE,0.98,15,1218,0,1218,1218
Fold12,STRINGTIE,0.99,15,1324,0,1324,1324
Fold12,STRINGTIE,1,15,1466,0,1466,1466
Fold12,TRANSABBYS,0.5,15,701,0,701,701
Fold12,TRANSABBYS,0.6,15,1157,0,1157,1157
Fold12,TRANSABBYS,0.7,15,1354,0,1354,1354
Fold12,TRANSABBYS,0.8,15,1601,0,1601,1601
Fold12,TRANSABBYS,0.9,15,1722,0,1722,1722
Fold12,TRANSABBYS,0.91,15,1729,0,1729,1729
Fold12,TRANSABBYS,0.92,15,1743,0,1743,1743
Fold12,TRANSABBYS,0.93,15,1751,0,1751,1751
Fold12,TRANSABBYS,0.94,15,1760,0,1760,1760
Fold12,TRANSABBYS,0.95,15,1767,0,1767,1767
Fold12,TRANSABBYS,0.96,15,1771,0,1771,1771
Fold12,TRANSABBYS,0.97,15,1776,0,1776,1776
Fold12,TRANSABBYS,0.98,15,1790,0,1790,1790
Fold12,TRANSABBYS,0.99,15,1931,0,1931,1931
Fold12,TRANSABBYS,1,15,2144,0,2144,2144
Fold12,TRINITY,0.5,15,371,0,371,371
Fold12,TRINITY,0.6,15,490,0,490,490
Fold12,TRINITY,0.7,15,575,0,575,575
Fold12,TRINITY,0.8,15,768,0,768,768
Fold12,TRINITY,0.9,15,979,0,979,979
Fold12,TRINITY,0.91,15,1010,0,1010,1010
Fold12,TRINITY,0.92,15,1027,0,1027,1027
Fold12,TRINITY,0.93,15,1059,0,1059,1059
Fold12,TRINITY,0.94,15,1081,0,1081,1081
Fold12,TRINITY,0.95,15,1114,0,1114,1114
Fold12,TRINITY,0.96,15,1160,0,1160,1160
Fold12,TRINITY,0.97,15,1219,0,1219,1219
Fold12,TRINITY,0.98,15,1316,0,1316,1316
Fold12,TRINITY,0.99,15,1367,0,1367,1367
Fold12,TRINITY,1,15,1399,0,1399,1399
